"acc","accept_status","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","checkbox_status","clock_backend","color_backend","compensation","coordinates","correct","correct_block_activation","correct_block_exit","correct_instructions_1","correct_instructions_2","correct_keyboard_response","correct_response","count_block_activation","count_block_exit","count_block_info_QA","count_e_block_loop","count_e_block_sequence","count_end_of_experiment","count_experiment","count_experimental_loop","count_form_consent","count_info_forms","count_instructions_1","count_instructions_2","count_keyboard_response","count_listen_message","count_logger","count_p_block_loop","count_p_block_sequence","count_p_feedback","count_personal_details_form_1","count_personal_details_form_2","count_post_loop_blank","count_practice_loop","count_pre_e_block_message","count_pre_p_block_message","count_reset_feedback","count_stimulus_image","count_stimulus_sound","count_timeout_message","count_timeout_sound","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","live_row","live_row_p_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_always_upload_data","osf_always_upload_experiment","osf_datanode_id","osf_id","practice","pygame_doublebuf","repeat_cycle","response","response_block_activation","response_block_exit","response_block_info_QA","response_instructions_1","response_instructions_2","response_keyboard_response","response_time","response_time_block_activation","response_time_block_exit","response_time_block_info_QA","response_time_instructions_1","response_time_instructions_2","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_age","subject_birth","subject_education","subject_gender","subject_handedness","subject_language_native","subject_language_other","subject_nr","subject_parity","subject_residence","time_block_activation","time_block_exit","time_block_info_QA","time_e_block_loop","time_e_block_sequence","time_end_of_experiment","time_experiment","time_experimental_loop","time_form_consent","time_info_forms","time_instructions_1","time_instructions_2","time_keyboard_response","time_listen_message","time_logger","time_p_block_loop","time_p_block_sequence","time_p_feedback","time_personal_details_form_1","time_personal_details_form_2","time_post_loop_blank","time_practice_loop","time_pre_e_block_message","time_pre_p_block_message","time_reset_feedback","time_stimulus_image","time_stimulus_sound","time_timeout_message","time_timeout_sound","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"100","yes","100","1875","1875","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","1","0","NA","0","0","0","0","0","0","0","0","0","10","10","10","0","0","0","0","0","1","0","0","0","1","10","10","10","10","10","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","0","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","f","f","space","NA",";","o","f","1875","4682","10585","NA","48139","14675","1875","2","legacy","1024","1","44100","-16","experiment","lmal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3182797","3181289","3184673","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3182796","3182796","NA","NA","3181286","NAP perception","1","1875","1","yes","1024"
"100","yes","100","1394.5","1394.5","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","11","11","11","0","0","0","0","0","1","0","0","0","1","11","11","11","11","11","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","1","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","914","4682","10585","NA","48139","14675","914","2","legacy","1024","1","44100","-16","experiment","wetal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3186439","3184936","3187354","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3186439","3186439","NA","NA","3184932","NAP perception","2","2789","2","yes","1024"
"100","yes","100","1547.66666667","1547.66666667","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","1","0","NA","0","0","0","0","0","0","0","0","0","12","12","12","0","0","0","0","0","1","0","0","0","1","12","12","12","12","12","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","2","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","f","f","space","NA",";","o","f","1854","4682","10585","NA","48139","14675","1854","2","legacy","1024","1","44100","-16","experiment","spal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3189138","3187634","3190993","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3189138","3189138","NA","NA","3187630","NAP perception","3","4643","3","yes","1024"
"75","yes","75","1719.5","1719.5","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","1","0","NA","0","0","0","0","0","0","0","0","0","13","13","13","0","0","0","0","0","1","0","0","0","1","13","13","13","13","13","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","3","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","2235","4682","10585","NA","48139","14675","2235","2","legacy","1024","1","44100","-16","experiment","mlal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3192776","3191270","3195013","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3192775","3192776","NA","NA","3191266","NAP perception","3","6878","4","yes","1024"
"80","yes","80","1576","1576","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","14","14","14","0","0","0","0","0","1","0","0","0","1","14","14","14","14","14","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","4","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","1002","4682","10585","NA","48139","14675","1002","2","legacy","1024","1","44100","-16","experiment","eʃpal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3196797","3195289","3197801","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3196796","3196797","NA","NA","3195285","NAP perception","4","7880","5","yes","1024"
"83.3333333333","yes","83.3333333333","1451.16666667","1451.16666667","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","15","15","15","0","0","0","0","0","1","0","0","0","1","15","15","15","15","15","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","5","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","827","4682","10585","NA","48139","14675","827","2","legacy","1024","1","44100","-16","experiment","enfal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3199587","3198083","3200415","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3199587","3199587","NA","NA","3198079","NAP perception","5","8707","6","yes","1024"
"85.7142857143","yes","85.7142857143","1370.14285714","1370.14285714","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","16","16","16","0","0","0","0","0","1","0","0","0","1","16","16","16","16","16","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","6","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","884","4682","10585","NA","48139","14675","884","2","legacy","1024","1","44100","-16","experiment","sepal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3202194","3200687","3203080","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3202193","3202193","NA","NA","3200683","NAP perception","6","9591","7","yes","1024"
"75","yes","75","1296.125","1296.125","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","1","0","NA","0","0","0","0","0","0","0","0","0","17","17","17","0","0","0","0","0","1","0","0","0","1","17","17","17","17","17","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","7","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","778","4682","10585","NA","48139","14675","778","2","legacy","1024","1","44100","-16","experiment","mtal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3204862","3203356","3205641","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3204861","3204861","NA","NA","3203351","NAP perception","6","10369","8","yes","1024"
"77.7777777778","yes","77.7777777778","1261","1261","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","1","0","NA","0","0","0","0","0","0","0","0","0","18","18","18","0","0","0","0","0","1","0","0","0","1","18","18","18","18","18","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","8","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","f","f","space","NA",";","o","f","980","4682","10585","NA","48139","14675","980","2","legacy","1024","1","44100","-16","experiment","ʃfal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3207407","3205904","3208388","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3207407","3207407","NA","NA","3205900","NAP perception","7","11349","9","yes","1024"
"80","yes","80","1252.3","1252.3","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","1","0","NA","0","0","0","0","0","0","0","0","0","19","19","19","0","0","0","0","0","1","0","0","0","1","19","19","19","19","19","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","9","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","f","f","space","NA",";","o","f","1174","4682","10585","NA","48139","14675","1174","2","legacy","1024","1","44100","-16","experiment","ʃpal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3210173","3208670","3211348","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3210173","3210173","NA","NA","3208666","NAP perception","8","12523","10","yes","1024"
"72.7272727273","yes","72.7272727273","1332.54545455","1332.54545455","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","1","0","NA","0","0","0","0","0","0","0","0","0","20","20","20","0","0","0","0","0","1","0","0","0","1","20","20","20","20","20","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","10","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","2135","4682","10585","NA","48139","14675","2135","2","legacy","1024","1","44100","-16","experiment","lfal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3213126","3211619","3215263","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3213126","3213126","NA","NA","3211615","NAP perception","8","14658","11","yes","1024"
"75","yes","75","1277.5","1277.5","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","21","21","21","0","0","0","0","0","1","0","0","0","1","21","21","21","21","21","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","11","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","672","4682","10585","NA","48139","14675","672","2","legacy","1024","1","44100","-16","experiment","jepal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3217047","3215542","3217720","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3217046","3217046","NA","NA","3215538","NAP perception","9","15330","12","yes","1024"
"69.2307692308","yes","69.2307692308","1233.69230769","1233.69230769","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","1","0","NA","0","0","0","0","0","0","0","0","0","22","22","22","0","0","0","0","0","1","0","0","0","1","22","22","22","22","22","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","12","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","708","4682","10585","NA","48139","14675","708","2","legacy","1024","1","44100","-16","experiment","wsal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3219499","3217996","3220209","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3219499","3219499","NA","NA","3217992","NAP perception","9","16038","13","yes","1024"
"64.2857142857","yes","64.2857142857","1195.85714286","1195.85714286","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","1","0","NA","0","0","0","0","0","0","0","0","0","23","23","23","0","0","0","0","0","1","0","0","0","1","23","23","23","23","23","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","13","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","704","4682","10585","NA","48139","14675","704","2","legacy","1024","1","44100","-16","experiment","mzal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3222006","3220502","3222711","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3222006","3222006","NA","NA","3220498","NAP perception","9","16742","14","yes","1024"
"60","yes","60","1229.33333333","1229.33333333","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","1","0","NA","0","0","0","0","0","0","0","0","0","24","24","24","0","0","0","0","0","1","0","0","0","1","24","24","24","24","24","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","14","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","1698","4682","10585","NA","48139","14675","1698","2","legacy","1024","1","44100","-16","experiment","wnal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3224496","3222990","3226196","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3224496","3224496","NA","NA","3222986","NAP perception","9","18440","15","yes","1024"
"62.5","yes","62.5","1204.5625","1204.5625","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","25","25","25","0","0","0","0","0","1","0","0","0","1","25","25","25","25","25","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","15","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","833","4682","10585","NA","48139","14675","833","2","legacy","1024","1","44100","-16","experiment","emlal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3227970","3226464","3228805","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3227970","3227970","NA","NA","3226460","NAP perception","10","19273","16","yes","1024"
"64.7058823529","yes","64.7058823529","1228.94117647","1228.94117647","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","26","26","26","0","0","0","0","0","1","0","0","0","1","26","26","26","26","26","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","16","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","1619","4682","10585","NA","48139","14675","1619","2","legacy","1024","1","44100","-16","experiment","welal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3230593","3229089","3232213","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3230593","3230593","NA","NA","3229085","NAP perception","11","20892","17","yes","1024"
"66.6666666667","yes","66.6666666667","1209.27777778","1209.27777778","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","1","0","NA","0","0","0","0","0","0","0","0","0","27","27","27","0","0","0","0","0","1","0","0","0","1","27","27","27","27","27","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","17","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","j","f","space","NA",";","o","j","875","4682","10585","NA","48139","14675","875","2","legacy","1024","1","44100","-16","experiment","elkal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3234006","3232499","3234882","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3234005","3234005","NA","NA","3232495","NAP perception","12","21767","18","yes","1024"
"63.1578947368","yes","63.1578947368","1303.57894737","1303.57894737","white","no","xpyriment","I have read and understood the information shown above","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","1","0","NA","0","0","0","0","0","0","0","0","0","28","28","28","0","0","0","0","0","1","0","0","0","1","28","28","28","28","28","Wed Jun 28 15:55:47 2017","Forced-choice identification task with a practice and an experimental phase","yes","NAP-FC_GER_AA_ver-1.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1","yes","no","sans","no","20","no","black","no","Next","yes","768","legacy","18","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP-FC_GER_AA/GER_AA_ver-1/subject-4.csv","xpyriment","Jazzy James","3.1.6","yes","yes","59504085b83f69022b47a751","595041f76c613b022ae3ecdb","no","no","0","None","f","space","NA",";","o","None","3001","4682","10585","NA","48139","14675","3001","2","legacy","1024","1","44100","-16","experiment","lkal","30","Arnstadt","2","1","1","German","English","4","even","Köln","3176398","3165522","NA","3181081","3176394","NA","2935912","3176170","2935912","2935912","3060201","3108345","3236660","3235153","3240665","3131694","3123286","3165521","2963951","3046395","3163847","3123084","3176397","3123290","NA","3236660","3236660","3239664","3239661","3235149","NAP perception","12","24768","19","yes","1024"
