"acc","accept_status","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","checkbox_status","clock_backend","color_backend","compensation","coordinates","correct","correct_block_activation","correct_block_exit","correct_instructions_1_heb","correct_instructions_2_heb","correct_keyboard_response","correct_response","count_block_activation","count_block_exit","count_block_info_QA","count_cont_e_block_message","count_cont_e_block_message_heb","count_e_block_loop","count_e_block_sequence","count_end_of_experiment","count_end_of_experiment_heb","count_experiment","count_experimental_loop","count_form_consent","count_form_consent_heb","count_info_forms","count_instructions_1","count_instructions_1_heb","count_instructions_2","count_instructions_2_heb","count_keyboard_response","count_listen_message","count_logger","count_p_block_loop","count_p_block_sequence","count_p_feedback","count_p_feedback_heb","count_pause_feedback","count_pause_feedback_heb","count_personal_details_form_1","count_personal_details_form_1_heb","count_personal_details_form_2","count_personal_details_form_2_heb","count_post_loop_blank","count_practice_loop","count_pre_e_block_message","count_pre_e_block_message_heb","count_pre_p_block_message","count_pre_p_block_message_heb","count_reset_feedback","count_stimulus_image","count_stimulus_sound","count_timeout_message","count_timeout_sound","count_trial_sequence","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","keyboard_backend","live_row","live_row_p_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","pygame_doublebuf","repeat_cycle","response","response_block_activation","response_block_exit","response_block_info_QA","response_instructions_1","response_instructions_1_heb","response_instructions_2","response_instructions_2_heb","response_keyboard_response","response_time","response_time_block_activation","response_time_block_exit","response_time_block_info_QA","response_time_instructions_1","response_time_instructions_1_heb","response_time_instructions_2","response_time_instructions_2_heb","response_time_keyboard_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_age","subject_education","subject_gender","subject_handedness","subject_hebrew_native","subject_language_other","subject_nr","subject_other_native_lang","subject_parity","time_block_activation","time_block_exit","time_block_info_QA","time_cont_e_block_message","time_cont_e_block_message_heb","time_e_block_loop","time_e_block_sequence","time_end_of_experiment","time_end_of_experiment_heb","time_experiment","time_experimental_loop","time_form_consent","time_form_consent_heb","time_info_forms","time_instructions_1","time_instructions_1_heb","time_instructions_2","time_instructions_2_heb","time_keyboard_response","time_listen_message","time_logger","time_p_block_loop","time_p_block_sequence","time_p_feedback","time_p_feedback_heb","time_pause_feedback","time_pause_feedback_heb","time_personal_details_form_1","time_personal_details_form_1_heb","time_personal_details_form_2","time_personal_details_form_2_heb","time_post_loop_blank","time_practice_loop","time_pre_e_block_message","time_pre_e_block_message_heb","time_pre_p_block_message","time_pre_p_block_message_heb","time_reset_feedback","time_stimulus_image","time_stimulus_sound","time_timeout_message","time_timeout_sound","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"80.6451612903","yes","80.6451612903","1295.35483871","1295.35483871","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","40","40","40","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","40","40","40","40","40","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","30","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1065","2392","76883","NA","NA","43366","NA","57430","1065","2","legacy","1024","1","44100","-16","experiment","elmal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","601486","599982","602553","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","601485","601486","397573","397569","599979","NAP perception","25","40156","31","yes","1024"
"78.125","yes","78.125","1308.375","1308.375","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","41","41","41","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","41","41","41","41","41","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","31","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1712","2392","76883","NA","NA","43366","NA","57430","1712","2","legacy","1024","1","44100","-16","experiment","lpal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","604600","603096","606314","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","604599","604599","397573","397569","603093","NAP perception","25","41868","32","yes","1024"
"78.7878787879","yes","78.7878787879","1309.24242424","1309.24242424","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","42","42","42","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","42","42","42","42","42","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","32","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1337","2392","76883","NA","NA","43366","NA","57430","1337","2","legacy","1024","1","44100","-16","experiment","ʃemal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","608385","606881","609724","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","608385","608385","397573","397569","606878","NAP perception","26","43205","33","yes","1024"
"79.4117647059","yes","79.4117647059","1317.11764706","1317.11764706","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","43","43","43","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","43","43","43","43","43","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","33","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1577","2392","76883","NA","NA","43366","NA","57430","1577","2","legacy","1024","1","44100","-16","experiment","sefal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","611789","610285","613368","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","611789","611789","397573","397569","610281","NAP perception","27","44782","34","yes","1024"
"80","yes","80","1332.2","1332.2","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","44","44","44","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","44","44","44","44","44","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","34","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1845","2392","76883","NA","NA","43366","NA","57430","1845","2","legacy","1024","1","44100","-16","experiment","emtal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","615426","613922","617273","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","615425","615425","397573","397569","613918","NAP perception","28","46627","35","yes","1024"
"80.5555555556","yes","80.5555555556","1319.41666667","1319.41666667","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","45","45","45","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","45","45","45","45","45","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","35","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","872","2392","76883","NA","NA","43366","NA","57430","872","2","legacy","1024","1","44100","-16","experiment","smal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","619332","617827","620206","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","619331","619332","397573","397569","617824","NAP perception","29","47499","36","yes","1024"
"81.0810810811","yes","81.0810810811","1314.24324324","1314.24324324","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","46","46","46","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","46","46","46","46","46","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","36","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1128","2392","76883","NA","NA","43366","NA","57430","1128","2","legacy","1024","1","44100","-16","experiment","evnal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","622289","620785","623419","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","622288","622289","397573","397569","620782","NAP perception","30","48627","37","yes","1024"
"78.9473684211","yes","78.9473684211","1358.60526316","1358.60526316","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","0","0","0","undefined","undefined","0","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","47","47","47","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","47","47","47","47","47","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","37","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","None","f","space","NA","NA","space","NA","space","None","3000","2392","76883","NA","NA","43366","NA","57430","3000","2","legacy","1024","1","44100","-16","experiment","lekal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","625467","623962","629471","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","625466","625466","628471","628467","623959","NAP perception","30","51627","38","yes","1024"
"79.4871794872","yes","79.4871794872","1349.02564103","1349.02564103","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","48","48","48","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","48","48","48","48","48","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","38","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","985","2392","76883","NA","NA","43366","NA","57430","985","2","legacy","1024","1","44100","-16","experiment","esmal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","631532","630027","632519","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","631532","631532","628471","628467","630023","NAP perception","31","52612","39","yes","1024"
"80","yes","80","1352.65","1352.65","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","49","49","49","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","49","49","49","49","49","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","39","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1494","2392","76883","NA","NA","43366","NA","57430","1494","2","legacy","1024","1","44100","-16","experiment","lepal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","634581","633077","636077","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","634581","634581","628471","628467","633073","NAP perception","32","54106","40","yes","1024"
"80.487804878","yes","80.487804878","1369.97560976","1369.97560976","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","50","50","50","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","50","50","50","50","50","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","40","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","2063","2392","76883","NA","NA","43366","NA","57430","2063","2","legacy","1024","1","44100","-16","experiment","lfal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","638151","636647","640215","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","638150","638150","628471","628467","636643","NAP perception","33","56169","41","yes","1024"
"80.9523809524","yes","80.9523809524","1370.35714286","1370.35714286","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","51","51","51","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","51","51","51","51","51","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","41","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1386","2392","76883","NA","NA","43366","NA","57430","1386","2","legacy","1024","1","44100","-16","experiment","sfal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","642268","640764","643655","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","642268","642268","628471","628467","640760","NAP perception","34","57555","42","yes","1024"
"81.3953488372","yes","81.3953488372","1374.04651163","1374.04651163","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","52","52","52","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","52","52","52","52","52","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","42","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1529","2392","76883","NA","NA","43366","NA","57430","1529","2","legacy","1024","1","44100","-16","experiment","fnal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","645709","644205","647240","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","645708","645709","628471","628467","644202","NAP perception","35","59084","43","yes","1024"
"81.8181818182","yes","81.8181818182","1380.68181818","1380.68181818","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","53","53","53","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","53","53","53","53","53","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","43","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","1666","2392","76883","NA","NA","43366","NA","57430","1666","2","legacy","1024","1","44100","-16","experiment","mnal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","649296","647792","650963","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","649295","649295","628471","628467","647788","NAP perception","36","60750","44","yes","1024"
"82.2222222222","yes","82.2222222222","1373.22222222","1373.22222222","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","54","54","54","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","54","54","54","54","54","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","44","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1045","2392","76883","NA","NA","43366","NA","57430","1045","2","legacy","1024","1","44100","-16","experiment","zeval","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","653018","651513","654064","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","653018","653018","628471","628467","651510","NAP perception","37","61795","45","yes","1024"
"82.6086956522","yes","82.6086956522","1360.91304348","1360.91304348","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","f","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","55","55","55","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","55","55","55","55","55","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","45","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","f","f","space","NA","NA","space","NA","space","f","807","2392","76883","NA","NA","43366","NA","57430","807","2","legacy","1024","1","44100","-16","experiment","fsal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","656142","654638","656951","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","656141","656142","628471","628467","654635","NAP perception","38","62602","46","yes","1024"
"82.9787234043","yes","82.9787234043","1354.80851064","1354.80851064","white","yes","xpyriment","קראתי והבנתי את המידע שלמעלה","legacy","legacy","0","uniform","1","0","0","undefined","undefined","1","j","2","1","NA","NA","0","1","0","NA","0","0","0","NA","0","0","NA","0","NA","0","56","56","56","0","0","NA","0","NA","NA","NA","0","NA","0","2","0","NA","0","NA","0","2","56","56","56","56","56","Sat Oct 30 10:41:28 2021","Forced-choice identification task with a practice and an experimental phase","yes","NAP_HEB_HN_4blocks_noglides.osexp","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides","yes","no","sans","no","20","no","black","no","הבא","yes","768","legacy","46","9","0","/Users/aviadalbert/Documents/Academisch/UoC/Dissertation/Experiment/OpenSesame/NAP-FC/NAP_HEB_HN_4blocks_noglides/subject-33.csv","xpyriment","Kafkaesque Koffka","3.2.7","no","no","0","j","f","space","NA","NA","space","NA","space","j","1074","2392","76883","NA","NA","43366","NA","57430","1074","2","legacy","1024","1","44100","-16","experiment","elpal","2","1","1","1","2"," English; German","33","","odd","495877","417946","NA","NA","NA","498270","495873","NA","NA","5436","494882","NA","5443","5443","NA","268830","NA","312202","659019","657515","660094","376214","370108","NA","417946","NA","NA","NA","197996","NA","253929","416222","369698","NA","495877","NA","370112","NA","659018","659018","628471","628467","657511","NAP perception","39","63676","47","yes","1024"
